What,Timestamp,Email Address,I enjoy reading the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught in the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend these notes to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I enjoy doing the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught through the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend the activities to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),How long do you think you spent on this lesson?,Please rate your overall experience. Is this experience satisfying?,Age,"Additional feedback. Please write down if you have some thoughts on what you like about the lesson, what you think could be improved or some other feedback. All feedback are welcomed! "
FBD-Lesson1,8/14/2021 12:25:14,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,13,"Well, its already perfect on its own and I love to learn more about the internet after this"
FBD-Lesson1,8/14/2021 12:40:44,,10,8,8,10,8,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson1,8/14/2021 12:41:58,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/14/2021 12:46:09,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/14/2021 13:49:36,,10,8,8,8,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson1,8/14/2021 14:47:53,,10,10,10,8,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/14/2021 15:04:37,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson1,8/14/2021 15:34:24,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,13,It's ok
FBD-Lesson1,8/14/2021 15:47:48,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,13,Ok
FBD-Lesson1,8/14/2021 15:54:13,,10,10,10,10,10,10,Less than 30 minutes,Very not satisfying,17,
FBD-Lesson1,8/14/2021 15:56:18,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,13,Ok
FBD-Lesson1,8/14/2021 16:11:14,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/14/2021 16:17:08,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/14/2021 16:49:34,,8,10,8,10,10,8,Between 30 to 60 minutes,Satisfying,13,i think everything's good
FBD-Lesson1,8/14/2021 16:51:01,,8,8,10,8,8,6,Less than 30 minutes,Not sure,13,
FBD-Lesson1,8/14/2021 18:28:34,,10,10,10,10,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/14/2021 18:28:58,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,The lessons were good and informative.
FBD-Lesson1,8/14/2021 19:47:25,,10,10,10,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/14/2021 20:00:31,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/14/2021 22:24:26,,8,10,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/14/2021 22:26:54,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,I like it
FBD-Lesson1,8/14/2021 22:43:53,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/14/2021 22:50:39,,10,10,6,8,8,6,Between 30 to 60 minutes,Satisfying,16,The lesson is great.
FBD-Lesson1,8/14/2021 22:50:47,,10,10,10,8,10,8,Between 30 to 60 minutes,Satisfying,13,This really helps me to know more about the internet and it's uses.
FBD-Lesson1,8/15/2021 0:06:08,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,This was really helpful
FBD-Lesson1,8/15/2021 0:49:59,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/15/2021 2:27:27,,8,8,10,6,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/15/2021 11:15:44,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/15/2021 11:24:58,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/15/2021 11:30:10,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/15/2021 11:34:50,,8,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson1,8/15/2021 11:46:16,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/15/2021 11:47:36,,8,8,6,8,6,8,Between 30 to 60 minutes,Satisfying,15,the question is a bit tricky 
FBD-Lesson1,8/15/2021 11:49:19,,8,8,6,8,6,6,Less than 30 minutes,Satisfying,15,Notihing bad just okay 
FBD-Lesson1,8/15/2021 12:20:37,,10,10,8,10,10,8,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/15/2021 12:39:40,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,"I love how the information are given , its neat and easy to understand ."
FBD-Lesson1,8/15/2021 12:40:18,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/15/2021 12:56:35,,6,8,6,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/15/2021 13:08:07,,8,8,6,8,8,8,Less than 30 minutes,Satisfying,16,"Maybe could add voice that reads the paragraph? But overall, this lesson is flawless."
FBD-Lesson1,8/15/2021 13:26:20,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson1,8/15/2021 14:04:19,,10,8,10,10,8,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/15/2021 14:12:41,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/15/2021 14:25:43,,8,8,8,8,8,8,Between 60 to 90 minutes,Not sure,15,
FBD-Lesson1,8/15/2021 14:48:22,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,I learned a lot about this internet through this lesson
FBD-Lesson1,8/15/2021 14:53:41,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/15/2021 14:59:31,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/15/2021 15:01:47,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,i learned a lot about the internet through the lesson
FBD-Lesson1,8/15/2021 15:03:21,,10,8,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,"I like the explanation about Internet in this lesson. Moreover, I learnt about the real definition and they correct way to use Internet."
FBD-Lesson1,8/15/2021 15:05:16,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,17,amazinggg!!!1
FBD-Lesson1,8/15/2021 15:12:39,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/15/2021 15:17:10,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/15/2021 15:27:51,,10,8,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,I think this lesson is very very fun!! Love very much.
FBD-Lesson1,8/15/2021 15:56:14,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/15/2021 15:56:21,,10,10,8,8,10,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/15/2021 16:00:04,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,15,
FBD-Lesson1,8/15/2021 16:01:13,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/15/2021 16:01:19,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson1,8/15/2021 16:03:47,,10,10,10,8,10,10,Between 60 to 90 minutes,Very satisfying,15,very usefull
FBD-Lesson1,8/15/2021 16:03:50,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson1,8/15/2021 16:05:33,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson1,8/15/2021 16:07:14,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson1,8/15/2021 16:08:28,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson1,8/15/2021 16:10:12,,10,8,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/15/2021 16:21:18,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson1,8/15/2021 16:21:26,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,All the notes were simple and understandable. And they was not complicated too. Tq
FBD-Lesson1,8/15/2021 16:29:20,,10,10,10,8,8,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/15/2021 16:31:40,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson1,8/15/2021 16:40:27,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson1,8/15/2021 16:49:45,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,I love the quizzes in the middle of the lesson
FBD-Lesson1,8/15/2021 16:58:53,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,internet good for childs uh
FBD-Lesson1,8/15/2021 17:03:28,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson1,8/15/2021 17:09:43,,6,8,10,10,10,10,Less than 30 minutes,Not sure,15,good lesson.. essay to understand 
FBD-Lesson1,8/15/2021 17:29:24,,6,6,6,10,10,10,Less than 30 minutes,Not sure,15,good lesson... essay to understand 
FBD-Lesson1,8/15/2021 17:44:29,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/15/2021 18:54:26,,10,10,10,10,10,10,More than 90 minutes,Satisfying,14,
FBD-Lesson1,8/15/2021 20:01:44,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,This was really helpful. I got to know more about the internet.
FBD-Lesson1,8/15/2021 20:19:34,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,17,Great information and it is easier to understand.
FBD-Lesson1,8/15/2021 20:39:32,,8,8,8,8,10,6,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/15/2021 22:02:21,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,"Overall, I am really satisfied with the lesson. I get to know more about computer and the internet. I hope that by learning this lesson, I can do more exciting and functional activities in the future. "
FBD-Lesson1,8/15/2021 22:15:20,,10,8,8,8,10,8,Between 30 to 60 minutes,Satisfying,15,Nice web design. Very helpful for me to understand. Looks neat.
FBD-Lesson1,8/15/2021 22:27:08,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,For now there are nothing to improve. Perfect so far :)
FBD-Lesson1,8/15/2021 22:57:17,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,13,"In the course I like Microsoft edge to help me with my homework, and I hope Microsoft edge can add some features such as: taking pictures and editing movies and so on.
"
FBD-Lesson1,8/15/2021 23:27:29,,8,10,10,8,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/15/2021 23:30:00,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/15/2021 23:34:39,,10,10,10,10,8,10,Between 60 to 90 minutes,Satisfying,13,"In the course I like Microsoft edge to help me with my homework, and I hope Microsoft edge can add some features such as: taking pictures and editing movies and so on.
"
FBD-Lesson1,8/16/2021 8:33:20,,10,8,8,10,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/16/2021 9:10:44,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,It‘s informative and I have learned a lot.
FBD-Lesson1,8/16/2021 9:37:15,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,"I loved doing these type of lessons as when I don't understand, I get to go through it and read it again. the slides were also very interesting and eye-catching , so it didn't really made me bored. thank you for the opportunity. "
FBD-Lesson1,8/16/2021 10:06:13,,10,8,8,8,8,8,Between 30 to 60 minutes,Very satisfying,15,the information is interesting
FBD-Lesson1,8/16/2021 10:35:35,,10,8,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson1,8/16/2021 11:19:58,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/16/2021 11:26:35,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/16/2021 11:57:21,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson1,8/16/2021 14:06:48,,10,8,8,10,8,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson1,8/16/2021 14:13:56,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,13,
FBD-Lesson1,8/16/2021 14:24:30,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/16/2021 15:09:16,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/16/2021 15:56:33,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,It's a well lesson to teach us on online things. I will love it so much!
FBD-Lesson1,8/16/2021 16:18:21,,10,8,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson1,8/16/2021 19:20:06,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,The lessons were easy to understand and educational.
FBD-Lesson1,8/16/2021 19:20:08,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,Very educational!
FBD-Lesson1,8/16/2021 20:24:20,,8,10,8,8,10,6,Between 30 to 60 minutes,Satisfying,14,-
FBD-Lesson1,8/16/2021 20:35:36,,8,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/16/2021 21:40:17,,10,8,8,8,8,8,Less than 30 minutes,Satisfying,15,-
FBD-Lesson1,8/16/2021 22:02:28,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,"Nothing, all good!"
FBD-Lesson1,8/16/2021 22:04:20,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/16/2021 22:08:28,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/16/2021 23:15:58,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/16/2021 23:20:48,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/17/2021 8:35:20,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/17/2021 10:31:09,,10,8,8,10,8,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson1,8/17/2021 11:07:12,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/17/2021 12:28:58,,10,8,8,10,8,10,Between 30 to 60 minutes,Very satisfying,13,I think if the notes would be a little brief so the reader will understand more and put some examples of website or something like that. But overall this lesson was really nice!
FBD-Lesson1,8/17/2021 12:54:40,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/17/2021 13:52:31,,8,8,8,6,8,6,Between 30 to 60 minutes,Satisfying,16,I don't have any thought because all are great
FBD-Lesson1,8/17/2021 15:01:11,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,Its really help me and awesome!!
FBD-Lesson1,8/17/2021 15:01:17,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,It's very amazing and also helpful.
FBD-Lesson1,8/17/2021 15:39:04,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/17/2021 15:39:13,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/17/2021 15:39:39,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/17/2021 15:53:45,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,everything is good!
FBD-Lesson1,8/17/2021 15:55:41,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,"nop, all good."
FBD-Lesson1,8/17/2021 15:58:16,,8,8,8,6,10,10,Between 30 to 60 minutes,Satisfying,16,"Make it more fun, despite that its interesting!"
FBD-Lesson1,8/17/2021 16:03:07,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/17/2021 17:05:02,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/17/2021 19:18:15,,10,10,8,10,8,10,Between 60 to 90 minutes,Satisfying,13,I gain knowledge of internet use in my life.
FBD-Lesson1,8/17/2021 19:19:45,,10,10,10,10,8,10,Between 60 to 90 minutes,Satisfying,13,I gain a knowledge of powerful of internet use.
FBD-Lesson1,8/17/2021 20:21:29,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,I like the colorful and very well arranged notes. It made me understand everything much easier. Thank you.
FBD-Lesson1,8/17/2021 21:30:54,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/17/2021 22:00:01,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/17/2021 22:10:36,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/17/2021 22:24:39,,10,8,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/17/2021 22:47:08,,10,8,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/17/2021 23:02:40,,10,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/18/2021 1:04:50,,8,8,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/18/2021 10:34:25,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/18/2021 11:49:41,,6,10,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/18/2021 12:02:27,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/18/2021 12:25:02,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/18/2021 12:25:40,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,Internet is good or not
FBD-Lesson1,8/18/2021 12:38:33,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,internet good or not
FBD-Lesson1,8/18/2021 12:40:21,,10,8,8,8,8,6,Between 30 to 60 minutes,Satisfying,17,Good
FBD-Lesson1,8/18/2021 13:23:12,,10,10,10,8,10,8,Less than 30 minutes,Very satisfying,15,I like everything from the lessons. From the beginning until the end. I like the explanation about what is internet was.
FBD-Lesson1,8/18/2021 13:26:47,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,"I think what could be improved is that to make the notes more easier to understand. But overall its really good, I like how it has many source, I truly learnt a lot through this activity."
FBD-Lesson1,8/18/2021 15:04:26,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,I like the lessons a lot and I'm looking forward to take part in it next time.
FBD-Lesson1,8/18/2021 16:10:09,,6,10,6,6,10,6,Between 30 to 60 minutes,Not sure,14,
FBD-Lesson1,8/18/2021 16:11:32,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/18/2021 16:15:02,,10,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,13,nothing
FBD-Lesson1,8/18/2021 16:15:47,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/18/2021 16:17:19,,6,10,6,6,10,6,Between 30 to 60 minutes,Not sure,14,
FBD-Lesson1,8/18/2021 16:35:34,,8,8,8,8,10,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/18/2021 17:00:56,,10,8,10,10,8,10,Less than 30 minutes,Satisfying,16,nothing
FBD-Lesson1,8/18/2021 17:22:07,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/18/2021 17:55:23,,2,2,2,2,2,2,Between 30 to 60 minutes,Satisfying,16,Notes were clear and it was nice reading about everyone thoughts about the internet from their point of view.
FBD-Lesson1,8/18/2021 19:45:09,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,15,give more GIF so that it will be interesting
FBD-Lesson1,8/18/2021 20:53:11,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson1,8/18/2021 22:24:46,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson1,8/18/2021 22:30:55,,10,10,10,8,8,8,More than 90 minutes,Very satisfying,14,
FBD-Lesson1,8/18/2021 23:26:53,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson1,8/19/2021 8:07:32,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,14,
FBD-Lesson1,8/19/2021 8:12:41,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/19/2021 8:45:51,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/19/2021 9:09:09,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,14,
FBD-Lesson1,8/19/2021 9:28:23,,8,8,10,10,8,10,Between 30 to 60 minutes,Not sure,16,I like the quiz
FBD-Lesson1,8/19/2021 10:07:35,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,13,
FBD-Lesson1,8/19/2021 10:08:53,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/19/2021 12:39:23,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/19/2021 13:47:00,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson1,8/19/2021 14:13:14,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,Interesting graphic and design
FBD-Lesson1,8/20/2021 18:49:47,,10,8,10,10,8,10,Between 30 to 60 minutes,Very satisfying,15,The experience was quite remarkable :D
FBD-Lesson1,8/19/2021 16:36:25,,8,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/19/2021 17:47:13,,8,10,10,10,10,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/19/2021 18:09:41,,10,10,10,8,8,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/19/2021 19:23:36,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson1,8/19/2021 19:45:51,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/19/2021 20:45:27,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,13,
FBD-Lesson1,8/19/2021 20:46:41,,8,10,10,8,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/19/2021 21:06:14,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/19/2021 21:09:01,,8,10,10,8,8,10,Between 30 to 60 minutes,Satisfying,16,"no, very good already"
FBD-Lesson1,8/19/2021 21:09:37,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,16,No
FBD-Lesson1,8/19/2021 21:09:59,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,So far everything good
FBD-Lesson1,8/19/2021 21:11:13,,8,6,8,8,8,8,Less than 30 minutes,Satisfying,16,No
FBD-Lesson1,8/19/2021 21:27:51,,10,10,10,10,10,10,More than 90 minutes,Satisfying,16,"No, quite good already."
FBD-Lesson1,8/19/2021 22:48:02,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/20/2021 0:14:36,,10,8,8,10,10,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/20/2021 9:14:08,,10,8,10,8,10,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/20/2021 10:45:27,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson1,8/20/2021 11:10:23,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/20/2021 12:22:12,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/20/2021 12:49:05,,8,6,6,8,8,6,Between 30 to 60 minutes,Not satisfying,14,
FBD-Lesson1,8/20/2021 13:18:40,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/20/2021 13:50:51,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,16,Maybe some voice audio in certain parts may ne nice
FBD-Lesson1,8/20/2021 13:52:39,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,Include videos of explanation
FBD-Lesson1,8/20/2021 14:15:31,,8,10,8,10,8,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/20/2021 14:25:13,,10,10,10,10,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/20/2021 14:44:21,,8,6,10,10,8,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/20/2021 15:02:06,,10,10,8,10,10,6,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,8/20/2021 17:54:20,,10,10,8,8,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/20/2021 18:30:11,,10,8,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/20/2021 19:47:28,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,Notes are very informative.
FBD-Lesson1,8/20/2021 19:49:13,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,The notes are very informative.
FBD-Lesson1,8/20/2021 19:51:07,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,The notes are very informative.
FBD-Lesson1,8/20/2021 20:17:00,,4,4,4,4,4,4,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/20/2021 20:39:59,,10,10,10,10,10,10,More than 90 minutes,Satisfying,15,
FBD-Lesson1,8/20/2021 20:40:17,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/20/2021 20:40:26,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson1,8/20/2021 20:40:26,,10,10,10,10,10,10,More than 90 minutes,Not sure,14,
FBD-Lesson1,8/20/2021 20:41:22,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,15,Enjoy!!!
FBD-Lesson1,8/20/2021 20:44:58,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,15,-
FBD-Lesson1,8/20/2021 21:51:05,,8,6,10,6,6,10,Between 30 to 60 minutes,Not sure,14,
FBD-Lesson1,8/20/2021 22:04:16,,8,6,10,8,6,10,Between 60 to 90 minutes,Not sure,14,
FBD-Lesson1,8/20/2021 22:15:13,,8,6,10,8,6,10,Between 60 to 90 minutes,Not sure,14,
FBD-Lesson1,8/20/2021 22:35:25,,6,6,10,6,6,10,Between 60 to 90 minutes,Not sure,14,
FBD-Lesson1,8/21/2021 2:52:21,,8,8,8,6,8,6,Between 30 to 60 minutes,Very satisfying,17,the creativity of the lesson was very unique and was not boring at all! 
FBD-Lesson1,8/21/2021 10:17:07,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,I don't have any additional feedback because it is already perfect.
FBD-Lesson1,8/21/2021 10:38:51,,10,8,10,10,8,10,Less than 30 minutes,Satisfying,16,"The quiz kinda mess up , sometimes I can't scroll well I bet it's just my problems . That's part I'm not satisfyi6"
