What,Timestamp,Email Address,I enjoy reading the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught in the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend these notes to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I enjoy doing the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught through the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend the activities to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),How long do you think you spent on this lesson?,Please rate your overall experience. Is this experience satisfying?,Age,"Additional feedback. Please write down if you have some thoughts on what you like about the lesson, what you think could be improved or some other feedback. All feedback are welcomed! "
FBD-Lesson4,8/21/2021 13:21:32,,8,4,10,8,8,8,Between 30 to 60 minutes,Satisfying,16,"Good lesson. I like the comic part especially, but too bad I can't access others people's work. Maybe next time you could give instruction on how to share the comic strips. "
FBD-Lesson4,8/21/2021 13:43:36,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,amazinggg :0
FBD-Lesson4,8/21/2021 13:49:55,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,No feedback
FBD-Lesson4,8/21/2021 13:52:55,,8,4,10,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson4,8/21/2021 14:02:03,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,"informative
"
FBD-Lesson4,8/21/2021 14:03:25,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson4,8/21/2021 14:08:07,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,All good xoxo
FBD-Lesson4,8/21/2021 14:23:51,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,No feedback
FBD-Lesson4,8/21/2021 14:28:39,,10,5,8,10,10,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/21/2021 14:29:03,,8,4,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,Always beware with all the information you get.
FBD-Lesson4,8/21/2021 14:32:16,,10,5,10,8,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson4,8/21/2021 14:39:26,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,15,No
FBD-Lesson4,8/21/2021 14:52:28,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,Everything is great! 
FBD-Lesson4,8/21/2021 15:12:45,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson4,8/21/2021 15:14:31,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson4,8/21/2021 16:19:57,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson4,8/21/2021 16:23:42,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson4,8/21/2021 16:25:55,,10,4,10,10,8,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson4,8/21/2021 16:37:17,,10,4,8,8,8,8,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson4,8/21/2021 16:41:06,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,the information are very useful for me to always be careful in the internet
FBD-Lesson4,8/21/2021 16:57:02,,10,5,10,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/21/2021 17:31:08,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/21/2021 17:32:47,,8,4,8,8,8,8,Less than 30 minutes,Not sure,15,I really like this lesson because it is easy to understand
FBD-Lesson4,8/21/2021 18:02:50,,8,5,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/21/2021 18:07:02,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,-
FBD-Lesson4,8/21/2021 18:21:20,,8,4,8,8,8,6,Less than 30 minutes,Not sure,13,
FBD-Lesson4,8/21/2021 19:45:16,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson4,8/21/2021 22:07:47,,10,3,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/21/2021 22:20:41,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,It was great!
FBD-Lesson4,8/21/2021 22:22:36,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,Excellent! I learn a lot from this lesson.
FBD-Lesson4,8/21/2021 22:26:06,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,great
FBD-Lesson4,8/21/2021 22:31:27,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,I really enjoy this lesson.
FBD-Lesson4,8/21/2021 22:34:56,,8,3,8,6,8,6,Between 30 to 60 minutes,Not sure,15,
FBD-Lesson4,8/21/2021 23:36:27,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,No have any additional feedback and sggestion for improvement
FBD-Lesson4,8/21/2021 23:39:58,,10,4,10,8,10,8,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson4,8/21/2021 23:43:45,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson4,8/21/2021 23:47:21,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17, No have any additional feedback and suggestion for improvement because overall all of the  lesson is easy to understand
FBD-Lesson4,8/22/2021 0:36:02,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/22/2021 0:39:49,,10,5,8,8,10,8,Between 30 to 60 minutes,Very satisfying,16,I ENJOY IT
FBD-Lesson4,8/22/2021 1:08:32,,8,4,8,10,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/22/2021 1:26:42,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson4,8/22/2021 1:57:12,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,Love the given quiz! It really have mastered my knowledge about today's lesson. Thank you.
FBD-Lesson4,8/22/2021 3:01:06,,8,5,8,10,10,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/22/2021 8:17:39,,8,4,10,8,8,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/22/2021 9:13:24,,8,5,8,10,10,10,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson4,8/22/2021 10:52:53,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson4,8/22/2021 11:05:32,,8,5,6,4,8,6,Less than 30 minutes,Satisfying,14,-
FBD-Lesson4,8/22/2021 11:23:25,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,I enjoyed this lesson ! 
FBD-Lesson4,8/22/2021 11:49:07,,10,5,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson4,8/22/2021 11:54:03,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson4,8/22/2021 11:57:44,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson4,8/22/2021 12:33:31,,10,5,10,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson4,8/22/2021 13:38:16,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/22/2021 13:52:18,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/22/2021 14:19:51,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/22/2021 14:31:31,,8,3,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson4,8/22/2021 14:42:26,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,Very informative and interesting.
FBD-Lesson4,8/22/2021 14:43:10,,8,4,6,8,8,6,More than 90 minutes,Satisfying,14,Fun
FBD-Lesson4,8/22/2021 14:45:20,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson4,8/22/2021 15:21:23,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson4,8/22/2021 15:22:38,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,good.
FBD-Lesson4,8/22/2021 15:22:41,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/22/2021 15:52:52,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,15,Just okay
FBD-Lesson4,8/22/2021 15:55:22,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/22/2021 16:01:20,,6,3,6,6,6,6,Between 60 to 90 minutes,Not sure,15,
FBD-Lesson4,8/22/2021 16:08:41,,10,5,10,10,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson4,8/22/2021 16:33:45,,10,5,10,10,10,10,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson4,8/22/2021 16:58:02,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/22/2021 17:04:33,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,i really liked and enjoyed the gameshow quiz thing because it was really interesting.
FBD-Lesson4,8/22/2021 17:19:59,,8,4,8,10,8,8,Between 30 to 60 minutes,Satisfying,14,I had learn more.Thanks a lot!!!
FBD-Lesson4,8/22/2021 17:20:31,,8,5,10,10,8,8,Less than 30 minutes,Very satisfying,14,
FBD-Lesson4,8/22/2021 17:33:17,,8,4,6,8,8,6,More than 90 minutes,Satisfying,14,Fun
FBD-Lesson4,8/22/2021 18:40:20,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/22/2021 18:57:17,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson4,8/22/2021 18:57:20,,8,4,8,10,10,8,Less than 30 minutes,Very satisfying,17,
FBD-Lesson4,8/22/2021 19:08:26,,10,5,10,10,10,10,Between 60 to 90 minutes,Very satisfying,13,
FBD-Lesson4,8/22/2021 19:35:51,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson4,8/22/2021 19:42:05,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/22/2021 20:08:16,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson4,8/22/2021 20:39:04,,10,5,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson4,8/22/2021 21:13:10,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/22/2021 21:19:34,,8,4,10,8,8,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/22/2021 21:27:14,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/22/2021 21:34:37,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/22/2021 21:43:29,,8,5,6,8,8,6,Less than 30 minutes,Satisfying,14,-
FBD-Lesson4,8/22/2021 21:48:33,,10,5,8,8,10,8,Between 60 to 90 minutes,Satisfying,15,
FBD-Lesson4,8/22/2021 22:05:25,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson4,8/22/2021 22:44:16,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,14,Good!!!!!
FBD-Lesson4,8/22/2021 23:00:07,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,13,This lesson is very nice
FBD-Lesson4,8/22/2021 23:36:57,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/23/2021 0:09:46,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,Good!
FBD-Lesson4,8/23/2021 0:31:30,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,GOOD
FBD-Lesson4,8/23/2021 0:44:27,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,"Before this, I encounter with many astronomical article and Later that day. I found out it was fake article. Now, i know how to detect and how to deal with it. Thank you."
FBD-Lesson4,8/23/2021 0:44:29,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson4,8/23/2021 0:49:38,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson4,8/23/2021 5:22:57,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson4,8/23/2021 8:56:54,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson4,8/23/2021 9:27:14,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/23/2021 11:02:51,,10,5,10,10,8,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson4,8/23/2021 11:12:35,,8,4,8,10,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson4,8/23/2021 11:27:07,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/23/2021 12:35:45,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,15,NONE
FBD-Lesson4,8/23/2021 12:53:11,,10,5,8,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson4,8/23/2021 13:03:22,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/23/2021 13:03:58,,8,4,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/23/2021 13:14:49,,8,4,6,10,10,10,Between 30 to 60 minutes,Very satisfying,16,"I spent way too much time on the comic strip, but had fun making it!"
FBD-Lesson4,8/23/2021 13:55:45,,8,5,6,8,10,10,Less than 30 minutes,Not sure,15,
FBD-Lesson4,8/23/2021 14:15:49,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/23/2021 14:22:34,,10,5,10,2,4,2,Between 30 to 60 minutes,Satisfying,16,"As a human being, gettin attention is the most wanted things as we live together. But, some of them may do unacessary things to get attention. Such as, writing fake news or spreading rumors . It causes chaos for us as we literally know nothing about it. People keep on like and shares about the fake news will give them popularity. People who likes writing fake news should be fined by superior as we want to live in a peaceful country."
FBD-Lesson4,8/23/2021 14:33:54,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/23/2021 14:35:22,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson4,8/23/2021 14:54:46,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson4,8/23/2021 15:13:58,,10,5,8,10,10,8,Less than 30 minutes,Very satisfying,15,
FBD-Lesson4,8/23/2021 15:42:12,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,Watch some videos
FBD-Lesson4,8/23/2021 15:52:20,,8,4,6,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/23/2021 15:53:42,,10,5,10,10,10,10,Between 60 to 90 minutes,Very satisfying,14,.
FBD-Lesson4,8/23/2021 16:07:10,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson4,8/23/2021 16:12:11,,6,3,6,6,6,6,Less than 30 minutes,Satisfying,13,
FBD-Lesson4,8/23/2021 16:18:39,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,13,
FBD-Lesson4,8/23/2021 17:26:33,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/23/2021 17:27:43,,10,3,10,10,6,10,Between 30 to 60 minutes,Very satisfying,14,no
FBD-Lesson4,8/23/2021 17:41:52,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson4,8/23/2021 17:48:42,,6,4,6,6,6,6,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/23/2021 17:54:40,,10,5,8,8,8,8,Between 30 to 60 minutes,Satisfying,13,
FBD-Lesson4,8/23/2021 17:58:03,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,13,
FBD-Lesson4,8/23/2021 18:14:11,,10,5,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/23/2021 18:33:22,,10,5,10,10,10,10,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson4,8/23/2021 18:35:20,,10,5,6,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson4,8/23/2021 18:42:22,,10,5,8,10,10,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/23/2021 18:44:16,,10,4,8,10,8,8,Between 30 to 60 minutes,Satisfying,15,It give me positive thinking
FBD-Lesson4,8/23/2021 18:56:48,,10,4,10,10,8,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/23/2021 19:06:11,,8,5,10,10,8,8,Between 60 to 90 minutes,Satisfying,17,
FBD-Lesson4,8/23/2021 19:24:01,,10,5,8,10,10,10,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson4,8/23/2021 19:25:14,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,"Again, I really enjoyed the lesson :D "
FBD-Lesson4,8/23/2021 19:39:58,,6,3,8,6,6,8,Between 30 to 60 minutes,Not sure,15,
FBD-Lesson4,8/23/2021 20:09:41,,8,4,8,4,8,8,Between 60 to 90 minutes,Not sure,14,I can't access the world wall and the padlet. The space provided is not enough.
FBD-Lesson4,8/23/2021 20:14:46,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/23/2021 20:22:43,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/23/2021 20:36:29,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/23/2021 20:56:25,,10,4,8,10,10,10,Between 30 to 60 minutes,Not satisfying,16,The mini games take longer time to load.
FBD-Lesson4,8/23/2021 21:00:22,,8,4,8,8,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson4,8/23/2021 21:08:02,,10,4,8,10,8,8,Less than 30 minutes,Satisfying,15,-
FBD-Lesson4,8/23/2021 21:18:24,,10,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,Everything is understandable and I having fun interact with the information.
FBD-Lesson4,8/23/2021 22:18:52,,10,5,8,10,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/23/2021 22:21:39,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/23/2021 22:37:26,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/23/2021 22:58:02,,8,4,6,10,8,8,Less than 30 minutes,Satisfying,16,Everything are okay and nice.
FBD-Lesson4,8/23/2021 23:03:20,,8,4,6,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson4,8/23/2021 23:05:20,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/23/2021 23:40:35,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson4,8/23/2021 23:46:17,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/24/2021 0:09:02,,8,4,8,8,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson4,8/24/2021 0:21:45,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/24/2021 2:38:54,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson4,8/24/2021 3:08:01,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 3:55:37,,10,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson4,8/24/2021 7:31:17,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson4,8/24/2021 7:39:17,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,I getting many information about Internet to safe anytime and anywhere. Thanks.
FBD-Lesson4,8/24/2021 8:58:05,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/24/2021 9:08:56,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson4,8/24/2021 10:54:08,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/24/2021 11:03:32,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/24/2021 12:32:10,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson4,8/24/2021 12:36:15,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Yes its fun and will be improved my skills
FBD-Lesson4,8/24/2021 13:16:50,,10,4,10,10,8,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson4,8/24/2021 13:22:46,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson4,8/24/2021 13:37:02,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,16,Yes. It will be improvement to me
FBD-Lesson4,8/24/2021 14:12:47,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/24/2021 14:16:38,,10,5,6,10,10,6,More than 90 minutes,Satisfying,14,nope:)
FBD-Lesson4,8/24/2021 14:43:36,,10,4,10,8,10,10,Less than 30 minutes,Not sure,16,
FBD-Lesson4,8/24/2021 15:17:45,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/24/2021 15:21:19,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/24/2021 15:27:22,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,17,THIS LESSON TEACH ME ABOUT HOW TO DIFFERENT A TRUE INFORMATION OR FAKE INFIRMATION..IT ALSO TEACH ME HOW TO DO WHEN I FOUND SOMETHING NOT GOOD ABOUT ANY INFORMATION..THIS LESSON ALSO TEACH ME HOW CHECK SOME INFORMATION
FBD-Lesson4,8/24/2021 15:33:19,,8,5,10,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 15:43:12,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson4,8/24/2021 16:00:40,,10,5,8,10,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/24/2021 16:05:24,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson4,8/24/2021 16:24:18,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson4,8/24/2021 16:27:34,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson4,8/24/2021 16:42:02,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 16:46:44,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson4,8/24/2021 16:48:20,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,It's very useful to help me determine whether a news I saw in Internet is true or fake.
FBD-Lesson4,8/24/2021 16:50:12,,6,4,6,4,6,6,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson4,8/24/2021 17:26:49,,6,3,6,6,6,6,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/24/2021 17:28:20,,8,4,8,8,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson4,8/24/2021 17:35:00,,8,4,10,8,8,10,Between 60 to 90 minutes,Satisfying,14,GGet to know about many things
FBD-Lesson4,8/24/2021 17:38:25,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson4,8/24/2021 17:43:54,,10,5,10,10,10,8,Less than 30 minutes,Very satisfying,14,This lesson is quite interesting too .Woo-hoo!
FBD-Lesson4,8/24/2021 17:47:22,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson4,8/24/2021 17:51:45,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Amazing!
FBD-Lesson4,8/24/2021 17:56:14,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson4,8/24/2021 18:13:09,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,Satisfying
FBD-Lesson4,8/24/2021 18:15:41,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,15,The games are very fun and i love it
FBD-Lesson4,8/24/2021 18:16:24,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,14,LOL
FBD-Lesson4,8/24/2021 18:37:45,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson4,8/24/2021 18:58:26,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/24/2021 19:01:37,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 19:04:17,,8,5,8,8,10,8,Less than 30 minutes,Satisfying,15,for me this is very good to avoid information errors that keep recurring and spread all over the world
FBD-Lesson4,8/24/2021 19:14:03,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/24/2021 19:21:27,,8,5,8,8,10,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson4,8/24/2021 19:25:25,,8,4,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 19:27:02,,8,5,8,8,10,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson4,8/24/2021 19:29:19,,6,3,6,6,6,6,Between 60 to 90 minutes,Not sure,16,
FBD-Lesson4,8/24/2021 19:31:34,,8,4,6,8,8,6,Between 30 to 60 minutes,Not sure,16,
FBD-Lesson4,8/24/2021 19:36:55,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,a lot of fake news in media social
FBD-Lesson4,8/24/2021 19:44:01,,8,4,10,8,8,8,More than 90 minutes,Satisfying,16,We should more be careful about what we received on internet.
FBD-Lesson4,8/24/2021 19:46:28,,10,4,8,10,10,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson4,8/24/2021 19:47:42,,8,4,8,10,8,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 19:47:46,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/24/2021 20:03:44,,8,4,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson4,8/24/2021 20:06:25,,10,5,10,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 20:07:54,,8,5,8,8,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 20:21:05,,8,4,8,8,8,10,Between 30 to 60 minutes,Satisfying,13,-
FBD-Lesson4,8/24/2021 20:27:58,,10,4,8,10,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson4,8/24/2021 20:38:04,,6,4,10,10,10,8,Less than 30 minutes,Very satisfying,17,
FBD-Lesson4,8/24/2021 20:38:25,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson4,8/24/2021 20:46:37,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 20:47:42,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson4,8/24/2021 20:52:52,,10,5,10,10,10,10,Between 60 to 90 minutes,Satisfying,16,BE CAREFULL
FBD-Lesson4,8/24/2021 21:06:07,,8,4,8,8,8,10,Between 30 to 60 minutes,Satisfying,16,
