What,Timestamp,Email Address,I enjoy reading the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught in the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend these notes to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I enjoy doing the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught through the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend the activities to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),How long do you think you spent on this lesson?,Please rate your overall experience. Is this experience satisfying?,Age,"Additional feedback. Please write down if you have some thoughts on what you like about the lesson, what you think could be improved or some other feedback. All feedback are welcomed! "
FBD-Lesson2,8/15/2021 17:20:33,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,inernet is good or not
FBD-Lesson2,8/15/2021 17:39:43,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,15,good lesson... essay to understand 
FBD-Lesson2,8/15/2021 17:51:14,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson2,8/15/2021 17:54:49,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson2,8/15/2021 18:12:25,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson2,8/15/2021 18:19:18,,10,10,10,10,10,10,More than 90 minutes,Satisfying,14,
FBD-Lesson2,8/15/2021 20:03:19,,8,8,6,6,6,4,Less than 30 minutes,Satisfying,16,
FBD-Lesson2,8/15/2021 21:44:20,,10,10,10,10,10,8,Between 30 to 60 minutes,Very satisfying,13,These notes are really helpful.
FBD-Lesson2,8/15/2021 21:52:16,,10,10,10,10,10,8,Between 30 to 60 minutes,Very satisfying,13,This helps me a ton
FBD-Lesson2,8/15/2021 22:07:53,,10,10,10,8,10,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson2,8/15/2021 23:25:08,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson2,8/15/2021 23:32:13,,8,10,10,8,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson2,8/15/2021 23:34:14,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,All of the activities are interactive and playful.
FBD-Lesson2,8/15/2021 23:39:16,,6,6,6,8,8,6,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson2,8/16/2021 9:48:13,,8,8,8,8,8,8,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/16/2021 10:08:45,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,thank you for the oppurtunity. 
FBD-Lesson2,8/16/2021 10:54:42,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson2,8/16/2021 11:46:49,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson2,8/16/2021 13:09:43,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,Very fun!!
FBD-Lesson2,8/16/2021 14:36:26,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson2,8/16/2021 15:31:57,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson2,8/16/2021 16:34:41,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,Its cool.
FBD-Lesson2,8/16/2021 17:40:38,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson2,8/16/2021 19:10:20,,10,10,10,10,8,10,Between 60 to 90 minutes,Satisfying,13,I hope the Internet will add more features to take photos and videos via Microsoft edge
FBD-Lesson2,8/16/2021 20:14:58,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,i'm likes and understood about this lesson
FBD-Lesson2,8/16/2021 20:40:05,,8,8,8,8,8,8,More than 90 minutes,Satisfying,16,i'm likes and understood about this lesson
FBD-Lesson2,8/16/2021 21:16:54,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson2,8/16/2021 22:17:56,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson2,8/17/2021 1:20:48,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16, I like the details.
FBD-Lesson2,8/17/2021 11:43:55,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson2,8/17/2021 13:05:44,,10,10,8,10,10,8,Less than 30 minutes,Satisfying,13,I think everything for this lesson is not perfect but its really nice! I understand it and got interested in this lesson. 
FBD-Lesson2,8/17/2021 14:00:52,,8,8,6,8,8,6,Less than 30 minutes,Very not satisfying,16,I got nothing to say
FBD-Lesson2,8/17/2021 15:48:22,,8,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson2,8/17/2021 16:18:54,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson2,8/17/2021 16:19:07,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson2,8/17/2021 16:19:25,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson2,8/17/2021 16:26:13,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/17/2021 16:45:16,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,none.
FBD-Lesson2,8/17/2021 18:35:58,,10,10,10,10,8,10,Between 60 to 90 minutes,Very satisfying,13,i gain a knowledge to protect my social account.
FBD-Lesson2,8/17/2021 19:01:23,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,Very fun!
FBD-Lesson2,8/17/2021 19:34:43,,10,10,10,8,8,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson2,8/17/2021 19:36:58,,8,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,All the notes were in short form and easy to read
FBD-Lesson2,8/17/2021 20:49:10,,8,10,10,8,10,10,Between 30 to 60 minutes,Satisfying,16,None.
FBD-Lesson2,8/17/2021 21:38:23,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/17/2021 22:18:18,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson2,8/17/2021 22:29:17,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson2,8/17/2021 22:37:59,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson2,8/17/2021 23:05:01,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson2,8/17/2021 23:13:04,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson2,8/18/2021 3:34:01,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,All good
FBD-Lesson2,8/18/2021 10:43:21,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson2,8/18/2021 11:13:56,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/18/2021 11:41:34,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,13,really nice! very helpfull too!
FBD-Lesson2,8/18/2021 12:09:30,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson2,8/18/2021 12:12:13,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson2,8/18/2021 12:18:50,,6,10,6,6,10,6,Less than 30 minutes,Not sure,14,
FBD-Lesson2,8/18/2021 12:26:19,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,It's really motivated me
FBD-Lesson2,8/18/2021 12:36:11,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson2,8/18/2021 12:41:43,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,internet
FBD-Lesson2,8/18/2021 12:50:04,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson2,8/18/2021 12:52:28,,8,8,8,8,8,8,Between 30 to 60 minutes,Very satisfying,17,Best
FBD-Lesson2,8/18/2021 14:02:11,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson2,8/18/2021 14:22:36,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,none.
FBD-Lesson2,8/18/2021 15:10:36,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,I really like this lesson as I could relate to it. It helped me overcome my fear of internet and social media. It also helped me how to face it if I encounter some hate comments.
FBD-Lesson2,8/18/2021 15:18:40,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson2,8/18/2021 15:23:01,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,It's really help me.:)
FBD-Lesson2,8/18/2021 16:38:38,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,13,NOTHING
FBD-Lesson2,8/18/2021 16:45:57,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson2,8/18/2021 17:06:25,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson2,8/18/2021 17:32:56,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,I enjoyed this lesson.
FBD-Lesson2,8/18/2021 17:33:01,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,I learned a lot
FBD-Lesson2,8/18/2021 17:54:05,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson2,8/18/2021 18:05:38,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson2,8/18/2021 20:19:03,,10,10,8,10,8,8,Between 30 to 60 minutes,Satisfying,15,can give more some interesting information
FBD-Lesson2,8/18/2021 20:47:09,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,Love the part where we can share opinions about Angela situation and what she should do.
FBD-Lesson2,8/18/2021 21:29:55,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson2,8/18/2021 21:57:57,,8,8,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,-
FBD-Lesson2,8/18/2021 22:17:58,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,Thanks for the notes and interesting games.
FBD-Lesson2,8/18/2021 22:53:14,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson2,8/19/2021 0:26:11,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson2,8/19/2021 2:30:36,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson2,8/19/2021 8:10:01,,10,10,10,6,10,8,More than 90 minutes,Satisfying,14,
FBD-Lesson2,8/19/2021 8:15:15,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,14,
FBD-Lesson2,8/19/2021 14:06:08,,10,10,10,10,10,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson2,8/19/2021 16:54:59,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,this lesson teach us about how to protect our social media account
FBD-Lesson2,8/19/2021 17:00:28,,8,8,10,8,8,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson2,8/19/2021 18:00:01,,10,10,8,10,10,8,Between 30 to 60 minutes,Not satisfying,17,
FBD-Lesson2,8/19/2021 19:37:34,,8,8,6,8,8,6,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson2,8/19/2021 21:11:14,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/19/2021 21:24:29,,8,8,8,8,8,6,Less than 30 minutes,Not sure,16,No
FBD-Lesson2,8/19/2021 21:25:51,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/19/2021 21:31:30,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,No
FBD-Lesson2,8/19/2021 21:39:36,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,16,No
FBD-Lesson2,8/19/2021 21:46:28,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,16,Very good enough.
FBD-Lesson2,8/19/2021 21:51:23,,10,8,8,10,8,8,Less than 30 minutes,Satisfying,15,-
FBD-Lesson2,8/19/2021 21:52:53,,8,8,6,8,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson2,8/19/2021 22:17:15,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,NO
FBD-Lesson2,8/19/2021 22:22:21,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,"Thank you for the new information, I enjoy learning this lesson :D"
FBD-Lesson2,8/19/2021 22:41:32,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/19/2021 22:53:59,,10,8,8,10,8,8,Less than 30 minutes,Satisfying,15,-
FBD-Lesson2,8/19/2021 23:10:03,,8,8,8,8,8,8,Between 30 to 60 minutes,Very not satisfying,15,
FBD-Lesson2,8/20/2021 1:35:18,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson2,8/20/2021 9:53:09,,10,8,10,10,8,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson2,8/20/2021 11:18:50,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson2,8/20/2021 11:32:18,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson2,8/20/2021 11:56:12,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson2,8/20/2021 13:25:07,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/20/2021 13:47:30,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/20/2021 13:49:31,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/20/2021 14:45:34,,10,8,8,10,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson2,8/20/2021 14:59:43,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,A very good information for newcomers.
FBD-Lesson2,8/20/2021 15:05:52,,8,6,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson2,8/20/2021 15:15:22,,8,10,8,8,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson2,8/20/2021 16:20:23,,8,6,8,8,6,8,Between 60 to 90 minutes,Satisfying,15,
FBD-Lesson2,8/20/2021 16:38:51,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,I hope there will be more programs like this 
FBD-Lesson2,8/20/2021 16:43:06,,6,6,6,8,8,6,Between 30 to 60 minutes,Satisfying,14,-
FBD-Lesson2,8/20/2021 16:52:20,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,IT'S INTERESTING DAN USEFUL FOR ALL THE MEDIA SOCIAL USER.
FBD-Lesson2,8/20/2021 19:04:01,,10,8,8,10,10,10,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson2,8/20/2021 19:11:39,,8,8,8,4,8,6,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson2,8/20/2021 19:13:48,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson2,8/20/2021 19:16:28,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,its informative.
FBD-Lesson2,8/20/2021 19:46:32,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson2,8/20/2021 19:51:55,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,The notes are very informative.
FBD-Lesson2,8/20/2021 19:54:47,,10,8,8,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson2,8/20/2021 20:15:35,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson2,8/20/2021 20:24:32,,4,4,4,4,4,4,Less than 30 minutes,Satisfying,17,
FBD-Lesson2,8/20/2021 20:27:24,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson2,8/20/2021 20:55:47,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,15,-
FBD-Lesson2,8/20/2021 20:57:50,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson2,8/20/2021 20:57:50,,10,10,10,10,10,10,More than 90 minutes,Not sure,14,
FBD-Lesson2,8/20/2021 21:59:40,,8,6,10,8,6,10,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson2,8/20/2021 22:24:36,,6,6,10,6,6,10,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson2,8/20/2021 23:08:22,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson2,8/20/2021 23:09:44,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson2,8/21/2021 0:17:51,,10,8,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson2,8/21/2021 0:31:44,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,14,
FBD-Lesson2,8/21/2021 3:19:11,,8,8,8,8,8,8,Less than 30 minutes,Very satisfying,17,"CONSTRUCTED LESSON, ORGANIZED "
FBD-Lesson2,8/21/2021 9:22:40,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,13,Nope
FBD-Lesson2,8/21/2021 10:55:28,,10,10,6,10,10,6,Less than 30 minutes,Satisfying,17,
FBD-Lesson2,8/21/2021 11:05:09,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,No error occured
FBD-Lesson2,8/21/2021 11:42:26,,10,8,10,10,8,10,Less than 30 minutes,Not sure,16,
FBD-Lesson2,8/21/2021 12:19:39,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,14,
FBD-Lesson2,8/21/2021 12:23:42,,10,10,10,6,8,8,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson2,8/21/2021 12:25:08,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson2,8/21/2021 12:47:52,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,I think all the teenagers should know the advantages and disadvantages of social media and limit their time.
FBD-Lesson2,8/21/2021 13:12:59,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson2,8/21/2021 13:42:52,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,INFORMATIVE
FBD-Lesson2,8/21/2021 13:49:52,,8,10,8,8,8,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson2,8/21/2021 13:52:25,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,"informative
"
FBD-Lesson2,8/21/2021 14:21:29,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson2,8/21/2021 14:55:30,,8,8,8,8,8,8,Less than 30 minutes,Not sure,14,
FBD-Lesson2,8/21/2021 15:00:14,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson2,8/21/2021 15:07:29,,10,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson2,8/21/2021 16:53:45,,10,8,10,10,8,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson2,8/21/2021 17:06:37,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,I learnt many informations about digital identity that all of us should know. I hope I will be safe in social media with following tips that have provided thank you so much.
FBD-Lesson2,8/21/2021 17:19:41,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson2,8/21/2021 17:20:13,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson2,8/21/2021 17:31:17,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson2,8/21/2021 18:47:23,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,17,OVERALL IS GOOD
FBD-Lesson2,8/21/2021 18:57:42,,8,8,8,8,8,8,Less than 30 minutes,Not sure,13,
FBD-Lesson2,8/21/2021 19:06:50,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,-
FBD-Lesson2,8/21/2021 19:34:51,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,17,All was good and the information was very useful.
FBD-Lesson2,8/21/2021 19:59:54,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,14,  -
FBD-Lesson2,8/21/2021 20:15:36,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,No feedback
FBD-Lesson2,8/21/2021 20:33:38,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,Very informative
FBD-Lesson2,8/21/2021 20:35:19,,8,8,8,10,10,10,Less than 30 minutes,Not sure,15,I really like this lesson because it is easy to understand
FBD-Lesson2,8/21/2021 20:38:14,,10,10,10,10,10,10,Less than 30 minutes,Not sure,15,Easy to understand 
FBD-Lesson2,8/21/2021 20:39:12,,10,10,8,10,10,8,Less than 30 minutes,Satisfying,14,-
FBD-Lesson2,8/21/2021 20:40:22,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson2,8/21/2021 21:12:19,,10,10,10,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson2,8/21/2021 21:16:52,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,Thanks for the tips on how to be aware of internet!!!!!
FBD-Lesson2,8/21/2021 21:19:34,,10,10,10,10,8,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson2,8/21/2021 21:26:31,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson2,8/21/2021 21:35:24,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson2,8/21/2021 21:48:09,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,It was great 
FBD-Lesson2,8/21/2021 21:49:08,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,All are great! I enjoyed this lesson 
FBD-Lesson2,8/21/2021 21:49:53,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,The lesson is great. 
FBD-Lesson2,8/21/2021 21:49:56,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,Excellent! I'm sure I will join this again
FBD-Lesson2,8/21/2021 21:54:39,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson2,8/21/2021 22:01:38,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,I enjoy the lesson.
FBD-Lesson2,8/21/2021 22:23:00,,10,10,8,10,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson2,8/21/2021 22:27:08,,10,10,8,10,10,8,Between 30 to 60 minutes,Very satisfying,17,I don't have any feedback because this lesson i enjoyed so much
FBD-Lesson2,8/21/2021 22:36:49,,8,10,10,10,8,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson2,8/21/2021 22:42:11,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson2,8/21/2021 23:11:13,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson2,8/21/2021 23:29:17,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson2,8/21/2021 23:55:06,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/22/2021 0:29:12,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,I REALLY LEARN ALOT
FBD-Lesson2,8/22/2021 0:37:40,,8,8,8,10,8,8,Less than 30 minutes,Satisfying,16,-
FBD-Lesson2,8/22/2021 1:01:02,,10,10,10,8,10,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson2,8/22/2021 1:12:43,,8,10,8,8,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson2,8/22/2021 8:15:13,,8,8,6,6,8,6,Less than 30 minutes,Satisfying,15,
FBD-Lesson2,8/22/2021 9:30:19,,10,10,8,10,10,10,Between 30 to 60 minutes,Very satisfying,14,This lessons has helped me beware on the social media
FBD-Lesson2,8/22/2021 9:55:15,,10,8,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson2,8/22/2021 10:08:41,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson2,8/22/2021 10:27:01,,10,8,6,4,8,6,Less than 30 minutes,Satisfying,14,-
FBD-Lesson2,8/22/2021 10:43:14,,10,10,10,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson2,8/22/2021 10:44:10,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson2,8/22/2021 10:47:50,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson2,8/22/2021 10:50:16,,8,8,8,10,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson2,8/22/2021 11:05:40,,8,8,8,10,8,8,Between 30 to 60 minutes,Satisfying,14,It let me learn more.Thank you!
FBD-Lesson2,8/22/2021 11:25:02,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson2,8/22/2021 12:38:50,,10,10,10,8,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson2,8/22/2021 12:48:54,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson2,8/22/2021 12:55:04,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson2,8/22/2021 12:56:24,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson2,8/22/2021 13:38:27,,8,8,10,8,6,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson2,8/22/2021 13:57:33,,8,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson2,8/22/2021 14:53:28,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,good.
FBD-Lesson2,8/22/2021 15:18:58,,8,8,8,10,8,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson2,8/22/2021 15:47:03,,10,10,10,10,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson2,8/22/2021 15:51:36,,8,10,10,10,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson2,8/22/2021 16:00:50,,10,10,10,10,10,10,Less than 30 minutes,Not satisfying,16,
FBD-Lesson2,8/22/2021 16:03:51,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,good.
FBD-Lesson2,8/22/2021 16:06:41,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,good
FBD-Lesson2,8/22/2021 16:12:41,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,good
FBD-Lesson2,8/22/2021 16:14:20,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,"good
"
FBD-Lesson2,8/22/2021 16:25:12,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,good
FBD-Lesson2,8/22/2021 16:25:53,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,good
FBD-Lesson2,8/22/2021 16:42:28,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,Very motivated
FBD-Lesson2,8/22/2021 16:50:23,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,14,
FBD-Lesson2,8/22/2021 17:13:00,,10,10,8,10,10,8,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson2,8/22/2021 17:57:08,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
