What,Timestamp,Email Address,I enjoy reading the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught in the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend these notes to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I enjoy doing the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught through the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend the activities to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),How long do you think you spent on this lesson?,Please rate your overall experience. Is this experience satisfying?,Age,"Additional feedback. Please write down if you have some thoughts on what you like about the lesson, what you think could be improved or some other feedback. All feedback are welcomed! "
FBD-Lesson5,8/21/2021 3:45:01,,8,8,8,8,8,8,Between 30 to 60 minutes,Very satisfying,17,images that really makes eye pop makes me feel interested
FBD-Lesson5,8/21/2021 10:08:39,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,13,Nope
FBD-Lesson5,8/21/2021 10:38:17,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson5,8/21/2021 11:48:10,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/21/2021 12:19:40,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,Hope to learn more in the future :)
FBD-Lesson5,8/21/2021 12:55:02,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,No feedback
FBD-Lesson5,8/21/2021 13:38:33,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,It's amazing.
FBD-Lesson5,8/21/2021 14:19:27,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,It's fun!
FBD-Lesson5,8/21/2021 14:20:49,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,really help me and amazing module. :)
FBD-Lesson5,8/21/2021 14:31:59,,10,10,8,10,10,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/21/2021 14:45:32,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,No
FBD-Lesson5,8/21/2021 14:48:53,,8,10,10,10,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/21/2021 15:07:38,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,I learned in this lesson is always alert with all news and always verify whether it's true or not
FBD-Lesson5,8/21/2021 15:14:37,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/21/2021 15:32:48,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/21/2021 16:40:52,,10,8,10,10,8,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson5,8/21/2021 16:41:31,,8,8,8,8,8,6,Less than 30 minutes,Not sure,16,
FBD-Lesson5,8/21/2021 16:56:32,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson5,8/21/2021 17:04:41,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/21/2021 17:06:50,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,I think all the information given in lesson 5 are very useful especially for teenagers
FBD-Lesson5,8/21/2021 17:07:38,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/21/2021 17:34:20,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/21/2021 18:15:30,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/21/2021 18:24:38,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/21/2021 18:25:17,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,can give more some interesting GIFSGIFS
FBD-Lesson5,8/21/2021 18:37:57,,8,8,8,8,8,8,Less than 30 minutes,Not sure,13,
FBD-Lesson5,8/21/2021 19:19:00,,10,8,10,8,10,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/21/2021 19:34:34,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson5,8/21/2021 20:31:21,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,I really like this lesson because it contains game which is my favourite thing to do.
FBD-Lesson5,8/21/2021 21:41:13,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,13,
FBD-Lesson5,8/21/2021 22:17:22,,10,6,10,10,8,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/21/2021 22:31:03,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,It was great!
FBD-Lesson5,8/21/2021 22:32:46,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,Excellent! I learn a lot from this lesson.
FBD-Lesson5,8/21/2021 22:35:49,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,All good!!
FBD-Lesson5,8/21/2021 22:36:05,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,Great
FBD-Lesson5,8/21/2021 22:37:13,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,i like it very much
FBD-Lesson5,8/21/2021 22:43:45,,8,8,6,10,10,6,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/21/2021 23:48:49,,10,8,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson5,8/21/2021 23:53:31,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,No have any additional feedback and suggestion for improvement beacuse overall all of the lesson is good
FBD-Lesson5,8/21/2021 23:54:02,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson5,8/22/2021 0:41:14,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/22/2021 0:44:36,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/22/2021 0:48:01,,8,10,8,8,10,8,Less than 30 minutes,Very satisfying,16,VERY INTERESTING COURSE!!!
FBD-Lesson5,8/22/2021 1:19:49,,8,8,8,10,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/22/2021 1:33:56,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson5,8/22/2021 2:40:27,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,I like how this lesson tried to interact with me while learning by asking my thoughts. 
FBD-Lesson5,8/22/2021 3:20:32,,8,10,8,8,10,8,Less than 30 minutes,Satisfying,16,"For the game where you have to sort information by category, I don't know if it's just me but I could not submit my answers. And I also can't tell if that was deliberate."
FBD-Lesson5,8/22/2021 8:48:41,,8,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/22/2021 9:25:14,,8,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/22/2021 10:08:44,,10,8,10,8,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson5,8/22/2021 10:34:08,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson5,8/22/2021 10:57:19,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson5,8/22/2021 11:06:49,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson5,8/22/2021 11:15:26,,8,10,6,4,8,6,Less than 30 minutes,Satisfying,14,-
FBD-Lesson5,8/22/2021 11:35:35,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,I enjoyed this lesson! 
FBD-Lesson5,8/22/2021 12:07:07,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson5,8/22/2021 12:12:27,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/22/2021 13:23:46,,8,8,8,10,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/22/2021 14:00:37,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/22/2021 14:04:11,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/22/2021 14:22:47,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/22/2021 14:27:54,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/22/2021 14:41:59,,6,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/22/2021 14:50:10,,8,8,6,8,8,6,More than 90 minutes,Satisfying,14,Fun
FBD-Lesson5,8/22/2021 14:52:55,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,Very informative.
FBD-Lesson5,8/22/2021 14:55:18,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson5,8/22/2021 15:36:00,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,good.
FBD-Lesson5,8/22/2021 15:39:01,,10,10,8,10,10,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson5,8/22/2021 16:02:56,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/22/2021 16:08:58,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,Just okay
FBD-Lesson5,8/22/2021 16:19:10,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/22/2021 16:23:24,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/22/2021 16:48:19,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson5,8/22/2021 17:09:37,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/22/2021 17:21:50,,10,8,10,10,10,8,Less than 30 minutes,Not sure,15,
FBD-Lesson5,8/22/2021 17:45:24,,8,8,8,8,10,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/22/2021 17:46:16,,8,8,8,8,10,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/22/2021 18:04:00,,8,8,8,8,10,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/22/2021 18:06:13,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,"Thanks for the informations,I will do it in my life."
FBD-Lesson5,8/22/2021 18:25:18,,8,10,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/22/2021 18:46:09,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/22/2021 18:52:54,,2,8,8,6,10,10,More than 90 minutes,Very not satisfying,14,Bxn
FBD-Lesson5,8/22/2021 19:02:53,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson5,8/22/2021 19:12:10,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,Thanks for the quizz all that <3
FBD-Lesson5,8/22/2021 19:14:41,,8,8,8,10,8,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/22/2021 19:40:19,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/22/2021 20:04:53,,8,8,8,8,8,8,Less than 30 minutes,Not sure,15,
FBD-Lesson5,8/22/2021 20:12:55,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/22/2021 20:47:21,,8,10,10,8,10,10,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson5,8/22/2021 21:12:32,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson5,8/22/2021 21:15:41,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/22/2021 21:28:20,,10,10,10,10,10,10,Between 30 to 60 minutes,Very not satisfying,16,Yes i really like it
FBD-Lesson5,8/22/2021 21:29:10,,6,6,6,6,6,6,Between 60 to 90 minutes,Not sure,15,
FBD-Lesson5,8/22/2021 21:32:02,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/22/2021 21:32:33,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/22/2021 21:42:52,,10,8,8,10,8,8,Less than 30 minutes,Satisfying,15,-
FBD-Lesson5,8/22/2021 21:46:00,,8,10,6,8,10,6,Less than 30 minutes,Satisfying,14,-
FBD-Lesson5,8/22/2021 21:46:30,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/22/2021 22:25:54,,10,10,8,10,10,8,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/22/2021 22:33:20,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/22/2021 23:05:54,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,good
FBD-Lesson5,8/23/2021 0:01:18,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/23/2021 0:18:45,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,NICE!
FBD-Lesson5,8/23/2021 0:32:41,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,GOOD!
FBD-Lesson5,8/23/2021 0:50:19,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson5,8/23/2021 0:53:57,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson5,8/23/2021 1:08:23,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson5,8/23/2021 1:10:51,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,Thank you for introducing me to fact-checker. I will always check it now.
FBD-Lesson5,8/23/2021 5:31:26,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson5,8/23/2021 9:33:56,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,really nice
FBD-Lesson5,8/23/2021 11:21:00,,10,8,8,10,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/23/2021 12:45:11,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,NONE
FBD-Lesson5,8/23/2021 13:10:05,,8,8,8,10,8,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/23/2021 13:10:09,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/23/2021 13:11:37,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson5,8/23/2021 13:26:46,,6,8,6,10,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/23/2021 14:13:35,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/23/2021 14:50:18,,10,10,10,8,10,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/23/2021 14:50:30,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/23/2021 14:59:54,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson5,8/23/2021 15:03:36,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/23/2021 15:29:50,,10,10,10,10,10,8,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/23/2021 15:43:53,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,watch some videos
FBD-Lesson5,8/23/2021 15:56:09,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/23/2021 15:57:34,,8,8,10,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/23/2021 16:13:29,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,14,.
FBD-Lesson5,8/23/2021 16:40:14,,6,6,6,6,6,6,Less than 30 minutes,Satisfying,13,
FBD-Lesson5,8/23/2021 17:33:53,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/23/2021 17:46:48,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson5,8/23/2021 17:50:26,,10,6,10,10,6,10,Between 30 to 60 minutes,Very satisfying,14,no
FBD-Lesson5,8/23/2021 18:04:14,,6,8,8,8,8,6,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/23/2021 18:05:48,,8,10,8,8,8,8,Less than 30 minutes,Not sure,13,
FBD-Lesson5,8/23/2021 18:17:43,,10,10,10,10,10,10,Less than 30 minutes,Not sure,15,
FBD-Lesson5,8/23/2021 18:18:56,,8,8,8,8,8,8,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/23/2021 18:48:36,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/23/2021 18:51:45,,10,10,8,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/23/2021 18:59:31,,10,8,8,10,8,8,Between 30 to 60 minutes,Very satisfying,15,It is good
FBD-Lesson5,8/23/2021 19:09:10,,8,10,8,10,10,8,Between 60 to 90 minutes,Not sure,17,
FBD-Lesson5,8/23/2021 19:44:03,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,I really enjoyed all the lessons that were being taught. The information in the lessons were very helpful and I will put what I have learnt to good use. Thank you for the fun lessons! :)
FBD-Lesson5,8/23/2021 19:45:45,,6,6,8,6,6,8,Between 30 to 60 minutes,Not sure,15,
FBD-Lesson5,8/23/2021 19:51:56,,10,10,10,10,10,8,Less than 30 minutes,Very satisfying,17,
FBD-Lesson5,8/23/2021 19:55:08,,10,8,10,10,8,10,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson5,8/23/2021 20:21:23,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/23/2021 20:23:54,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,"As usual the notes were filled with vibrant and captivating colors, making the reading an enjoyable experience."
FBD-Lesson5,8/23/2021 20:27:10,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/23/2021 20:42:08,,10,8,10,10,8,10,Less than 30 minutes,Satisfying,14,This is so great!♡♡i love it bcus i could know ab false news and experience new things
FBD-Lesson5,8/23/2021 20:48:24,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/23/2021 20:51:46,,10,10,8,10,8,10,Between 30 to 60 minutes,Satisfying,13,nothing
FBD-Lesson5,8/23/2021 21:32:58,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,The information is compact and easy to understand!
FBD-Lesson5,8/23/2021 21:40:24,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/23/2021 21:40:59,,8,10,10,6,8,10,More than 90 minutes,Satisfying,14,The world wall was quite difficult to access.
FBD-Lesson5,8/23/2021 22:12:47,,10,10,10,10,10,10,Less than 30 minutes,Not sure,16,
FBD-Lesson5,8/23/2021 22:28:12,,10,10,8,10,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/23/2021 22:31:18,,10,10,8,10,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/23/2021 22:32:01,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/23/2021 22:47:44,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/23/2021 23:05:59,,8,8,8,6,8,8,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/23/2021 23:13:08,,8,8,6,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/23/2021 23:22:53,,8,8,8,10,8,8,Less than 30 minutes,Satisfying,16,It's fun to know many things that I still don't know about it. I really love this lesson because I can learn new things. Thank you for the information.
FBD-Lesson5,8/23/2021 23:50:35,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/24/2021 0:24:32,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/24/2021 0:27:45,,8,8,8,8,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson5,8/24/2021 3:12:26,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/24/2021 4:18:19,,10,8,8,2,2,2,Less than 30 minutes,Not sure,17,
FBD-Lesson5,8/24/2021 9:09:47,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/24/2021 9:38:46,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson5,8/24/2021 11:04:11,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/24/2021 11:40:04,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/24/2021 11:47:39,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/24/2021 12:40:32,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson5,8/24/2021 13:26:05,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/24/2021 13:47:42,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,enjoy
FBD-Lesson5,8/24/2021 14:15:49,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/24/2021 14:31:13,,8,8,6,8,10,6,More than 90 minutes,Satisfying,14,nothing:)
FBD-Lesson5,8/24/2021 14:44:54,,8,8,6,8,8,6,Between 60 to 90 minutes,Satisfying,14,nope
FBD-Lesson5,8/24/2021 15:10:25,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,Yes. It will be improvement to me
FBD-Lesson5,8/24/2021 15:48:59,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/24/2021 15:50:50,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,17,THIS LESSON MAKE US KNOW HOW TO RECOGNISE BETWEEN TRUTH OR FAKE INFORMATION...THIS IS GOOD BECAUSE TODAY MANY PEOPLE EASILY SHARE INFORMATION WITHOUT KNOWING IT IT TRUTH OR FAKE...I THINK THIS IS GOOD TO SHARE WITH OTHERS
FBD-Lesson5,8/24/2021 15:56:53,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Yes it will be improved
FBD-Lesson5,8/24/2021 16:00:08,,10,8,10,10,8,10,Less than 30 minutes,Very satisfying,16,Verification is the most important thing when you received something. You need to check if it’s 
FBD-Lesson5,8/24/2021 16:09:23,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson5,8/24/2021 16:12:22,,8,8,8,10,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/24/2021 16:17:23,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,yes it will be improved
FBD-Lesson5,8/24/2021 16:36:20,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/24/2021 16:38:54,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,Yes.It will be improvement to me
FBD-Lesson5,8/24/2021 16:40:58,,10,10,10,10,10,8,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/24/2021 16:45:14,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/24/2021 16:54:50,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson5,8/24/2021 16:56:35,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,yes it will be improved
FBD-Lesson5,8/24/2021 17:05:49,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/24/2021 17:34:59,,6,6,6,6,6,6,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/24/2021 17:36:07,,8,8,8,8,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson5,8/24/2021 17:40:43,,8,8,10,8,8,10,Between 60 to 90 minutes,Satisfying,14,I really liked the lesson
FBD-Lesson5,8/24/2021 17:41:31,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,None.
FBD-Lesson5,8/24/2021 17:51:07,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson5,8/24/2021 17:54:59,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson5,8/24/2021 17:59:28,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,14,This lesson is also strongly recommended for other students.
FBD-Lesson5,8/24/2021 18:04:03,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/24/2021 18:09:13,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Intereresting!!
FBD-Lesson5,8/24/2021 18:18:21,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,Satisfying
FBD-Lesson5,8/24/2021 18:19:04,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,I have learnt so many informations about verification. It really help for my future to safe .
FBD-Lesson5,8/24/2021 18:27:00,,10,10,10,8,10,10,Less than 30 minutes,Satisfying,15,The sorting stuff into a box doesnt have a done button and even if the timer ended it wont state if i have any incorrect answer
FBD-Lesson5,8/24/2021 18:35:36,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/24/2021 18:38:11,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,KRAKRAKRAKRAKRAKRAKRAKRAKRS
FBD-Lesson5,8/24/2021 18:54:27,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,All of the lesson were very helpful and provides me lots of new information.
FBD-Lesson5,8/24/2021 19:06:10,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/24/2021 19:09:15,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/24/2021 19:17:13,,8,10,8,8,10,8,Less than 30 minutes,Satisfying,15,for me this is very good to avoid information errors that keep recurring and spread all over the world
FBD-Lesson5,8/24/2021 19:33:42,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/24/2021 19:36:38,,8,6,6,8,6,6,Between 30 to 60 minutes,Not sure,16,
FBD-Lesson5,8/24/2021 19:37:16,,8,10,8,8,10,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/24/2021 19:43:56,,8,8,8,6,6,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/24/2021 19:50:17,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,"Everything is complete and interesting, thanks a lot for the organisers."
FBD-Lesson5,8/24/2021 19:51:31,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/24/2021 19:59:15,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,we can get so much new from a lot of source
FBD-Lesson5,8/24/2021 20:01:08,,10,8,8,10,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/24/2021 20:09:08,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/24/2021 20:10:46,,8,10,8,8,10,6,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/24/2021 20:10:52,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/24/2021 20:28:58,,10,8,8,10,8,8,Less than 30 minutes,Satisfying,17,
